     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
     5.416   PROCEDURAL             CONFLICT-RESOLUTION 
     5.417   PROCEDURAL             CONFLICT-RESOLUTION 
     5.418   PROCEDURAL             CONFLICT-RESOLUTION 
     5.419   PROCEDURAL             CONFLICT-RESOLUTION 
     5.420   PROCEDURAL             CONFLICT-RESOLUTION 
     5.421   PROCEDURAL             CONFLICT-RESOLUTION 
     5.422   PROCEDURAL             CONFLICT-RESOLUTION 
     5.423   PROCEDURAL             CONFLICT-RESOLUTION 
     5.424   PROCEDURAL             CONFLICT-RESOLUTION 
     5.425   PROCEDURAL             CONFLICT-RESOLUTION 
     5.426   PROCEDURAL             CONFLICT-RESOLUTION 
     5.427   PROCEDURAL             CONFLICT-RESOLUTION 
     5.428   PROCEDURAL             CONFLICT-RESOLUTION 
     5.429   PROCEDURAL             CONFLICT-RESOLUTION 
     5.430   PROCEDURAL             CONFLICT-RESOLUTION 
     5.431   PROCEDURAL             CONFLICT-RESOLUTION 
     5.432   PROCEDURAL             CONFLICT-RESOLUTION 
     5.433   PROCEDURAL             CONFLICT-RESOLUTION 
     5.434   PROCEDURAL             CONFLICT-RESOLUTION 
     5.435   PROCEDURAL             CONFLICT-RESOLUTION 
     5.436   PROCEDURAL             CONFLICT-RESOLUTION 
     5.437   PROCEDURAL             CONFLICT-RESOLUTION 
     5.438   PROCEDURAL             CONFLICT-RESOLUTION 
     5.439   PROCEDURAL             CONFLICT-RESOLUTION 
     5.440   PROCEDURAL             CONFLICT-RESOLUTION 
     5.441   VISION                 Encoding-complete VISUAL-LOCATION11-0-0 NIL 
     5.441   VISION                 SET-BUFFER-CHUNK VISUAL TEXT9 
     5.441   PROCEDURAL             CONFLICT-RESOLUTION 
     5.442   PROCEDURAL             CONFLICT-RESOLUTION 
     5.443   PROCEDURAL             CONFLICT-RESOLUTION 
     5.444   PROCEDURAL             CONFLICT-RESOLUTION 
     5.445   PROCEDURAL             CONFLICT-RESOLUTION 
     5.446   PROCEDURAL             CONFLICT-RESOLUTION 
     5.447   PROCEDURAL             CONFLICT-RESOLUTION 
     5.448   PROCEDURAL             CONFLICT-RESOLUTION 
     5.449   PROCEDURAL             CONFLICT-RESOLUTION 
     5.450   PROCEDURAL             CONFLICT-RESOLUTION 
     5.451   PROCEDURAL             CONFLICT-RESOLUTION 
     5.452   PROCEDURAL             CONFLICT-RESOLUTION 
     5.453   PROCEDURAL             CONFLICT-RESOLUTION 
     5.454   PROCEDURAL             CONFLICT-RESOLUTION 
     5.455   PROCEDURAL             CONFLICT-RESOLUTION 
     5.456   PROCEDURAL             CONFLICT-RESOLUTION 
     5.457   PROCEDURAL             CONFLICT-RESOLUTION 
     5.458   PROCEDURAL             CONFLICT-RESOLUTION 
     5.459   PROCEDURAL             CONFLICT-RESOLUTION 
     5.460   PROCEDURAL             CONFLICT-RESOLUTION 
     5.461   PROCEDURAL             CONFLICT-RESOLUTION 
     5.462   PROCEDURAL             CONFLICT-RESOLUTION 
     5.463   PROCEDURAL             CONFLICT-RESOLUTION 
     5.464   PROCEDURAL             CONFLICT-RESOLUTION 
     5.465   PROCEDURAL             CONFLICT-RESOLUTION 
     5.466   PROCEDURAL             CONFLICT-RESOLUTION 
     5.467   PROCEDURAL             CONFLICT-RESOLUTION 
     5.468   PROCEDURAL             CONFLICT-RESOLUTION 
     5.469   PROCEDURAL             CONFLICT-RESOLUTION 
     5.470   PROCEDURAL             CONFLICT-RESOLUTION 
     5.471   PROCEDURAL             CONFLICT-RESOLUTION 
     5.472   PROCEDURAL             CONFLICT-RESOLUTION 
     5.473   PROCEDURAL             CONFLICT-RESOLUTION 
     5.474   PROCEDURAL             CONFLICT-RESOLUTION 
     5.475   PROCEDURAL             CONFLICT-RESOLUTION 
     5.476   PROCEDURAL             CONFLICT-RESOLUTION 
     5.477   PROCEDURAL             CONFLICT-RESOLUTION 
     5.478   PROCEDURAL             CONFLICT-RESOLUTION 
     5.479   PROCEDURAL             CONFLICT-RESOLUTION 
     5.480   PROCEDURAL             CONFLICT-RESOLUTION 
     5.481   PROCEDURAL             CONFLICT-RESOLUTION 
     5.482   PROCEDURAL             CONFLICT-RESOLUTION 
     5.483   PROCEDURAL             CONFLICT-RESOLUTION 
     5.484   PROCEDURAL             CONFLICT-RESOLUTION 
     5.485   PROCEDURAL             CONFLICT-RESOLUTION 
     5.486   PROCEDURAL             CONFLICT-RESOLUTION 
     5.487   PROCEDURAL             CONFLICT-RESOLUTION 
     5.488   PROCEDURAL             CONFLICT-RESOLUTION 
     5.489   PROCEDURAL             CONFLICT-RESOLUTION 
     5.490   PROCEDURAL             CONFLICT-RESOLUTION 
     5.491   PROCEDURAL             CONFLICT-RESOLUTION 
     5.492   PROCEDURAL             CONFLICT-RESOLUTION 
     5.493   PROCEDURAL             CONFLICT-RESOLUTION 
     5.494   PROCEDURAL             CONFLICT-RESOLUTION 
     5.495   PROCEDURAL             CONFLICT-RESOLUTION 
     5.496   PROCEDURAL             CONFLICT-RESOLUTION 
     5.497   PROCEDURAL             CONFLICT-RESOLUTION 
     5.498   PROCEDURAL             CONFLICT-RESOLUTION 
     5.499   PROCEDURAL             CONFLICT-RESOLUTION 
     5.500   PROCEDURAL             CONFLICT-RESOLUTION 
     5.501   PROCEDURAL             CONFLICT-RESOLUTION 
     5.502   PROCEDURAL             CONFLICT-RESOLUTION 
     5.503   PROCEDURAL             CONFLICT-RESOLUTION 
     5.504   PROCEDURAL             CONFLICT-RESOLUTION 
     5.505   PROCEDURAL             CONFLICT-RESOLUTION 
     5.506   PROCEDURAL             CONFLICT-RESOLUTION 
     5.507   PROCEDURAL             CONFLICT-RESOLUTION 
     5.508   PROCEDURAL             CONFLICT-RESOLUTION 
     5.509   PROCEDURAL             CONFLICT-RESOLUTION 
     5.510   PROCEDURAL             CONFLICT-RESOLUTION 
     5.511   PROCEDURAL             CONFLICT-RESOLUTION 
     5.512   PROCEDURAL             CONFLICT-RESOLUTION 
     5.513   PROCEDURAL             CONFLICT-RESOLUTION 
     5.514   PROCEDURAL             CONFLICT-RESOLUTION 
     5.515   PROCEDURAL             CONFLICT-RESOLUTION 
     5.516   PROCEDURAL             CONFLICT-RESOLUTION 
     5.517   PROCEDURAL             CONFLICT-RESOLUTION 
     5.518   PROCEDURAL             CONFLICT-RESOLUTION 
     5.519   PROCEDURAL             CONFLICT-RESOLUTION 
     5.520   PROCEDURAL             CONFLICT-RESOLUTION 
     5.521   PROCEDURAL             CONFLICT-RESOLUTION 
     5.522   PROCEDURAL             CONFLICT-RESOLUTION 
     5.523   PROCEDURAL             CONFLICT-RESOLUTION 
     5.524   PROCEDURAL             CONFLICT-RESOLUTION 
     5.525   PROCEDURAL             CONFLICT-RESOLUTION 
     5.526   PROCEDURAL             CONFLICT-RESOLUTION 
     5.527   PROCEDURAL             CONFLICT-RESOLUTION 
     5.528   PROCEDURAL             CONFLICT-RESOLUTION 
     5.529   PROCEDURAL             CONFLICT-RESOLUTION 
     5.530   PROCEDURAL             CONFLICT-RESOLUTION 
     5.531   PROCEDURAL             CONFLICT-RESOLUTION 
     5.532   PROCEDURAL             CONFLICT-RESOLUTION 
     5.533   PROCEDURAL             CONFLICT-RESOLUTION 
     5.534   PROCEDURAL             CONFLICT-RESOLUTION 
     5.535   PROCEDURAL             CONFLICT-RESOLUTION 
     5.536   PROCEDURAL             CONFLICT-RESOLUTION 
     5.537   PROCEDURAL             CONFLICT-RESOLUTION 
     5.547   PROCEDURAL             CONFLICT-RESOLUTION 
     5.597   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
     5.597   PROCEDURAL             CLEAR-BUFFER MANUAL 
     5.597   MOTOR                  CLICK-MOUSE 
     5.597   PROCEDURAL             CONFLICT-RESOLUTION 
     5.627   PROCEDURAL             CONFLICT-RESOLUTION 
     5.637   PROCEDURAL             CONFLICT-RESOLUTION 
     5.647   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 5 #(205 306).
*** CONCENTRATION: Removing matching '5's from window.
*** CONCENTRATION: 14 tiles remain.
     5.647   PROCEDURAL             CONFLICT-RESOLUTION 
     5.657   PROCEDURAL             CONFLICT-RESOLUTION 
     5.707   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
     5.707   PROCEDURAL             CONFLICT-RESOLUTION 
     5.732   VISION                 Encoding-complete VISUAL-LOCATION11-0-0 NIL 
     5.732   VISION                 No visual-object found 
     5.757   PROCEDURAL             PRODUCTION-FIRED MATCH-FOUND-RESTART 
     5.757   PROCEDURAL             CLEAR-BUFFER VISUAL 
     5.757   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
     5.757   PROCEDURAL             CONFLICT-RESOLUTION 
     5.807   PROCEDURAL             PRODUCTION-FIRED START-FIND-UNATTENDED 
     5.807   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
     5.807   VISION                 Find-location 
     5.807   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION3-10 
     5.807   PROCEDURAL             CONFLICT-RESOLUTION 
     5.857   PROCEDURAL             PRODUCTION-FIRED ATTEND-FIRST-TILE 
     5.857   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
     5.857   PROCEDURAL             CLEAR-BUFFER VISUAL 
     5.857   PROCEDURAL             CLEAR-BUFFER MANUAL 
     5.857   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION3-10-0 
     5.857   PROCEDURAL             CONFLICT-RESOLUTION 
     5.897   PROCEDURAL             CONFLICT-RESOLUTION 
     5.898   PROCEDURAL             CONFLICT-RESOLUTION 
     5.899   PROCEDURAL             CONFLICT-RESOLUTION 
     5.900   PROCEDURAL             CONFLICT-RESOLUTION 
     5.901   PROCEDURAL             CONFLICT-RESOLUTION 
     5.902   PROCEDURAL             CONFLICT-RESOLUTION 
     5.903   PROCEDURAL             CONFLICT-RESOLUTION 
     5.904   PROCEDURAL             CONFLICT-RESOLUTION 
     5.905   PROCEDURAL             CONFLICT-RESOLUTION 
     5.906   PROCEDURAL             CONFLICT-RESOLUTION 
     5.907   PROCEDURAL             CONFLICT-RESOLUTION 
     5.908   PROCEDURAL             CONFLICT-RESOLUTION 
     5.909   PROCEDURAL             CONFLICT-RESOLUTION 
     5.910   PROCEDURAL             CONFLICT-RESOLUTION 
     5.911   PROCEDURAL             CONFLICT-RESOLUTION 
     5.912   PROCEDURAL             CONFLICT-RESOLUTION 
     5.913   PROCEDURAL             CONFLICT-RESOLUTION 
     5.914   PROCEDURAL             CONFLICT-RESOLUTION 
     5.915   PROCEDURAL             CONFLICT-RESOLUTION 
     5.916   PROCEDURAL             CONFLICT-RESOLUTION 
     5.917   PROCEDURAL             CONFLICT-RESOLUTION 
     5.918   PROCEDURAL             CONFLICT-RESOLUTION 
     5.919   PROCEDURAL             CONFLICT-RESOLUTION 
     5.920   PROCEDURAL             CONFLICT-RESOLUTION 
     5.921   PROCEDURAL             CONFLICT-RESOLUTION 
     5.922   PROCEDURAL             CONFLICT-RESOLUTION 
     5.923   PROCEDURAL             CONFLICT-RESOLUTION 
     5.924   PROCEDURAL             CONFLICT-RESOLUTION 
     5.925   PROCEDURAL             CONFLICT-RESOLUTION 
     5.926   PROCEDURAL             CONFLICT-RESOLUTION 
     5.927   PROCEDURAL             CONFLICT-RESOLUTION 
     5.928   PROCEDURAL             CONFLICT-RESOLUTION 
     5.929   PROCEDURAL             CONFLICT-RESOLUTION 
     5.930   PROCEDURAL             CONFLICT-RESOLUTION 
     5.931   PROCEDURAL             CONFLICT-RESOLUTION 
     5.932   PROCEDURAL             CONFLICT-RESOLUTION 
     5.933   PROCEDURAL             CONFLICT-RESOLUTION 
     5.934   PROCEDURAL             CONFLICT-RESOLUTION 
     5.935   PROCEDURAL             CONFLICT-RESOLUTION 
     5.936   PROCEDURAL             CONFLICT-RESOLUTION 
     5.937   PROCEDURAL             CONFLICT-RESOLUTION 
     5.938   PROCEDURAL             CONFLICT-RESOLUTION 
     5.939   PROCEDURAL             CONFLICT-RESOLUTION 
     5.940   PROCEDURAL             CONFLICT-RESOLUTION 
     5.941   PROCEDURAL             CONFLICT-RESOLUTION 
     5.942   VISION                 Encoding-complete VISUAL-LOCATION3-10-0 NIL 
     5.942   VISION                 SET-BUFFER-CHUNK VISUAL TEXT10 
     5.942   PROCEDURAL             CONFLICT-RESOLUTION 
     5.943   PROCEDURAL             CONFLICT-RESOLUTION 
     5.944   PROCEDURAL             CONFLICT-RESOLUTION 
     5.945   PROCEDURAL             CONFLICT-RESOLUTION 
     5.946   PROCEDURAL             CONFLICT-RESOLUTION 
     5.947   PROCEDURAL             CONFLICT-RESOLUTION 
     5.948   PROCEDURAL             CONFLICT-RESOLUTION 
     5.949   PROCEDURAL             CONFLICT-RESOLUTION 
     5.950   PROCEDURAL             CONFLICT-RESOLUTION 
     5.951   PROCEDURAL             CONFLICT-RESOLUTION 
     5.952   PROCEDURAL             CONFLICT-RESOLUTION 
     5.953   PROCEDURAL             CONFLICT-RESOLUTION 
     5.954   PROCEDURAL             CONFLICT-RESOLUTION 
     5.955   PROCEDURAL             CONFLICT-RESOLUTION 
     5.956   PROCEDURAL             CONFLICT-RESOLUTION 
     5.957   PROCEDURAL             CONFLICT-RESOLUTION 
     5.958   PROCEDURAL             CONFLICT-RESOLUTION 
     5.959   PROCEDURAL             CONFLICT-RESOLUTION 
     5.960   PROCEDURAL             CONFLICT-RESOLUTION 
     5.961   PROCEDURAL             CONFLICT-RESOLUTION 
     5.962   PROCEDURAL             CONFLICT-RESOLUTION 
     5.963   PROCEDURAL             CONFLICT-RESOLUTION 
     5.964   PROCEDURAL             CONFLICT-RESOLUTION 
     5.965   PROCEDURAL             CONFLICT-RESOLUTION 
     5.966   PROCEDURAL             CONFLICT-RESOLUTION 
     5.967   PROCEDURAL             CONFLICT-RESOLUTION 
     5.968   PROCEDURAL             CONFLICT-RESOLUTION 
     5.969   PROCEDURAL             CONFLICT-RESOLUTION 
     5.970   PROCEDURAL             CONFLICT-RESOLUTION 
     5.971   PROCEDURAL             CONFLICT-RESOLUTION 
     5.972   PROCEDURAL             CONFLICT-RESOLUTION 
     5.973   PROCEDURAL             CONFLICT-RESOLUTION 
     5.974   PROCEDURAL             CONFLICT-RESOLUTION 
     5.975   PROCEDURAL             CONFLICT-RESOLUTION 
     5.976   PROCEDURAL             CONFLICT-RESOLUTION 
     5.977   PROCEDURAL             CONFLICT-RESOLUTION 
     5.978   PROCEDURAL             CONFLICT-RESOLUTION 
     5.979   PROCEDURAL             CONFLICT-RESOLUTION 
     5.980   PROCEDURAL             CONFLICT-RESOLUTION 
     5.981   PROCEDURAL             CONFLICT-RESOLUTION 
     5.982   PROCEDURAL             CONFLICT-RESOLUTION 
     5.983   PROCEDURAL             CONFLICT-RESOLUTION 
     5.984   PROCEDURAL             CONFLICT-RESOLUTION 
     5.985   PROCEDURAL             CONFLICT-RESOLUTION 
     5.986   PROCEDURAL             CONFLICT-RESOLUTION 
     5.987   PROCEDURAL             CONFLICT-RESOLUTION 
     5.988   PROCEDURAL             CONFLICT-RESOLUTION 
     5.989   PROCEDURAL             CONFLICT-RESOLUTION 
     5.990   PROCEDURAL             CONFLICT-RESOLUTION 
     5.991   PROCEDURAL             CONFLICT-RESOLUTION 
     5.992   PROCEDURAL             CONFLICT-RESOLUTION 
     5.993   PROCEDURAL             CONFLICT-RESOLUTION 
     5.994   PROCEDURAL             CONFLICT-RESOLUTION 
     5.995   PROCEDURAL             CONFLICT-RESOLUTION 
     5.996   PROCEDURAL             CONFLICT-RESOLUTION 
     5.997   PROCEDURAL             CONFLICT-RESOLUTION 
     5.998   PROCEDURAL             CONFLICT-RESOLUTION 
     5.999   PROCEDURAL             CONFLICT-RESOLUTION 
     6.000   PROCEDURAL             CONFLICT-RESOLUTION 
     6.001   PROCEDURAL             CONFLICT-RESOLUTION 
     6.002   PROCEDURAL             CONFLICT-RESOLUTION 
     6.003   PROCEDURAL             CONFLICT-RESOLUTION 
     6.004   PROCEDURAL             CONFLICT-RESOLUTION 
     6.005   PROCEDURAL             CONFLICT-RESOLUTION 
     6.006   PROCEDURAL             CONFLICT-RESOLUTION 
     6.007   PROCEDURAL             CONFLICT-RESOLUTION 
     6.008   PROCEDURAL             CONFLICT-RESOLUTION 
     6.009   PROCEDURAL             CONFLICT-RESOLUTION 
     6.010   PROCEDURAL             CONFLICT-RESOLUTION 
     6.011   PROCEDURAL             CONFLICT-RESOLUTION 
     6.012   PROCEDURAL             CONFLICT-RESOLUTION 
     6.013   PROCEDURAL             CONFLICT-RESOLUTION 
     6.014   PROCEDURAL             CONFLICT-RESOLUTION 
     6.015   PROCEDURAL             CONFLICT-RESOLUTION 
     6.016   PROCEDURAL             CONFLICT-RESOLUTION 
     6.017   PROCEDURAL             CONFLICT-RESOLUTION 
     6.018   PROCEDURAL             CONFLICT-RESOLUTION 
     6.019   PROCEDURAL             CONFLICT-RESOLUTION 
     6.020   PROCEDURAL             CONFLICT-RESOLUTION 
     6.021   PROCEDURAL             CONFLICT-RESOLUTION 
     6.022   PROCEDURAL             CONFLICT-RESOLUTION 
     6.023   PROCEDURAL             CONFLICT-RESOLUTION 
     6.024   PROCEDURAL             CONFLICT-RESOLUTION 
     6.025   PROCEDURAL             CONFLICT-RESOLUTION 
     6.026   PROCEDURAL             CONFLICT-RESOLUTION 
     6.027   PROCEDURAL             CONFLICT-RESOLUTION 
     6.028   PROCEDURAL             CONFLICT-RESOLUTION 
     6.029   PROCEDURAL             CONFLICT-RESOLUTION 
     6.030   PROCEDURAL             CONFLICT-RESOLUTION 
     6.031   PROCEDURAL             CONFLICT-RESOLUTION 
     6.032   PROCEDURAL             CONFLICT-RESOLUTION 
     6.033   PROCEDURAL             CONFLICT-RESOLUTION 
     6.034   PROCEDURAL             CONFLICT-RESOLUTION 
     6.035   PROCEDURAL             CONFLICT-RESOLUTION 
     6.036   PROCEDURAL             CONFLICT-RESOLUTION 
     6.037   PROCEDURAL             CONFLICT-RESOLUTION 
     6.038   PROCEDURAL             CONFLICT-RESOLUTION 
     6.048   PROCEDURAL             CONFLICT-RESOLUTION 
     6.098   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
     6.098   PROCEDURAL             CLEAR-BUFFER MANUAL 
     6.098   MOTOR                  CLICK-MOUSE 
     6.098   PROCEDURAL             CONFLICT-RESOLUTION 
     6.128   PROCEDURAL             CONFLICT-RESOLUTION 
     6.138   PROCEDURAL             CONFLICT-RESOLUTION 
     6.148   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 6 #(5 306).
     6.148   PROCEDURAL             CONFLICT-RESOLUTION 
     6.158   PROCEDURAL             CONFLICT-RESOLUTION 
     6.208   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
     6.208   PROCEDURAL             CLEAR-BUFFER VISUAL 
     6.208   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
     6.208   PROCEDURAL             CONFLICT-RESOLUTION 
     6.408   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE9 
     6.408   PROCEDURAL             CONFLICT-RESOLUTION 
     6.458   PROCEDURAL             PRODUCTION-FIRED CHECK-FOR-MATCHING-SECOND-TILE 
     6.458   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
     6.458   DECLARATIVE            START-RETRIEVAL 
     6.458   DECLARATIVE            RETRIEVED-CHUNK TILE6-0 
     6.458   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE6-0 
     6.458   PROCEDURAL             CONFLICT-RESOLUTION 
     6.508   PROCEDURAL             PRODUCTION-FIRED FIND-MATCHING-SECOND-TILE 
     6.508   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
